,title,link,pubDate,description
19,Travel trouble: US Olympians face uncertain road to Beijing,https://www.smdp.com/travel-trouble-us-olympians-face-uncertain-road-to-beijing/210455,"Sat, 13 Nov 2021 06:00:00 GMT",Travel trouble: US Olympians face uncertain road to Beijing
20,"Routes: New Southwest destination from Bay Area, Thanksgiving crunch approaches, United drops more cities from SFO, Europe schedules revived",https://www.sfgate.com/travel/article/Routes-Thanksgiving-crunch-approaches-16615826.php,"Sat, 13 Nov 2021 12:04:35 GMT","Routes: New Southwest destination from Bay Area, Thanksgiving crunch approaches, United drops more cities from SFO, Europe schedules revived"
21,"Contrarian Capital Management,",https://www.gurufocus.com/news/1571815/contrarian-capital-management-llc-buys-arch-resources-inc-safeguard-scientifics-inc-corepoint-lodging-inc-sells-vedanta-controladora-vuela-compania-de-aviacion-sab-de-cv-at-home-group-inc,"Sat, 13 Nov 2021 03:38:59 GMT","Contrarian Capital Management,"
22,"Cheryl Anderson Zuck Obituary (1959 - 2021) - Minneapolis, MN",https://www.legacy.com/us/obituaries/name/cheryl-anderson-zuck-obituary?id=31539638,"Sat, 13 Nov 2021 02:28:44 GMT","Cheryl Anderson Zuck Obituary (1959 - 2021) - Minneapolis, MN"
23,Lansdowne Partners (uk) Llp Bu,https://www.gurufocus.com/news/1571716/lansdowne-partners-uk-llp-buys-westrock-co-general-electric-co-nvent-electric-plc-sells-lam-research-corp-micron-technology-inc-freeportmcmoran-inc,"Sat, 13 Nov 2021 01:41:36 GMT",Lansdowne Partners (uk) Llp Bu
24,Ares Management Llc Buys Infra,https://www.gurufocus.com/news/1571881/ares-management-llc-buys-infrastructure-and-energy-alternatives-inc-pennant-park-investment-corp-new-mountain-finance-corp-sells-california-resources-corp-vanguard-high-dividend-yield-indx-etf-extraction-oil--gas-inc,"Sat, 13 Nov 2021 04:38:38 GMT",Ares Management Llc Buys Infra
25,Hawaiian Holdings Inc. (HA): Sit Tight When Things Go Right,https://stocksregister.com/2021/11/13/hawaiian-holdings-inc-ha-sit-tight-when-things-go-right/,"Sat, 13 Nov 2021 12:43:30 GMT",Hawaiian Holdings Inc. (HA): Sit Tight When Things Go Right
26,In Photos: Fans of Britney Spears Rejoice as US Judge Ends Pop Star's Conservatorship,https://www.news18.com/photogallery/buzz/in-photos-fans-of-britney-spears-rejoice-as-us-judge-ends-pop-stars-conservatorship-4439888.html,"Sat, 13 Nov 2021 13:53:14 GMT",In Photos: Fans of Britney Spears Rejoice as US Judge Ends Pop Star's Conservatorship
27,"Expression Vectors market to generate Good Income, Key Players -Thermo Fisher Scientific, Inc. (US), Promega Corporation (US).",https://energysiren.co.ke/2021/11/13/expression-vectors-market-to-generate-good-income-key-players-thermo-fisher-scientific-inc-u-s-promega-corporation-u-s/,"Sat, 13 Nov 2021 12:02:02 GMT","Expression Vectors market to generate Good Income, Key Players -Thermo Fisher Scientific, Inc. (US), Promega Corporation (US). – Energy Siren"
28,"Stevia Market 2021 Future Scope and Price Analysis of Top Manufacturers Profiles | Evolva Holding SA, Cargill Inc., Stevia Corporation, PureCircle, Ingredion Incorporated, The Coca-Cola Company",https://energysiren.co.ke/2021/11/13/stevia-market-2021-future-scope-and-price-analysis-of-top-manufacturers-profiles-evolva-holding-s-a-cargill-inc-stevia-corporation-purecircle-ingredion-incorporated-the-coca-cola-company/,"Sat, 13 Nov 2021 16:50:39 GMT","Stevia Market 2021 Future Scope and Price Analysis of Top Manufacturers Profiles | Evolva Holding SA, Cargill Inc., Stevia Corporation, PureCircle, Ingredion Incorporated, The Coca-Cola Company – Energy Siren"
29,"Whole Body Cryo Market 2021-2026 Size and Share, Recent Enhancements and Regional Analysis | Key Companies: JUKA, Asperia Group, CRYO Science, MECOTEC, Grand Cryo, Cryomed, Kriomedpol, KRION, Impac…",https://energysiren.co.ke/2021/11/13/whole-body-cryo-market-2021-2026-size-and-share-recent-enhancements-and-regional-analysis-key-companies-juka-asperia-group-cryo-science-mecotec-grand-cryo-cryomed-kriomedpol-krion-impac/,"Sat, 13 Nov 2021 16:50:36 GMT","Whole Body Cryo Market 2021-2026 Size and Share, Recent Enhancements and Regional Analysis | Key Companies: JUKA, Asperia Group, CRYO Science, MECOTEC, Grand Cryo, Cryomed, Kriomedpol, KRION, Impac… – Energy Siren"
30,10 essentials for jet-setting travelers,https://www.adn.com/alaska-life/travel/2021/11/13/10-essentials-for-jet-setting-travelers/,"Sat, 13 Nov 2021 22:55:46 GMT",10 essentials for jet-setting travelers
31,"Global Advanced Technology Catheters Market 2021 Financial Insights, Business Growth Strategies, Trends | Market Players: AdvancedCath, Edwards Lifesciences Corporation, Biomerics, Advanced Cardiac…",https://energysiren.co.ke/2021/11/13/global-advanced-technology-catheters-market-2021-financial-insights-business-growth-strategies-trends-market-players-advancedcath-edwards-lifesciences-corporation-biomerics-advanced-cardiac/,"Sat, 13 Nov 2021 12:22:00 GMT","Global Advanced Technology Catheters Market 2021 Financial Insights, Business Growth Strategies, Trends | Market Players: AdvancedCath, Edwards Lifesciences Corporation, Biomerics, Advanced Cardiac… – Energy Siren"
32,Eyes in the Sky: a pilot's perspective | This Is Local London,https://www.thisislocallondon.co.uk/news/19715334.attique-qumar--haayed-wilsons-school/,"Sat, 13 Nov 2021 13:30:21 GMT",Eyes in the Sky: a pilot's perspective | This Is Local London
33,"Cardiac Color Ultrasound Diagnostic Equipment Market 2021 High Growth Forecast due to Rising Demand and Future Trends | Key Companies: Sono Scape, Fujifilm, Siemens, GE Healthcare, Pentax (Ricoh Im…",https://energysiren.co.ke/2021/11/13/cardiac-color-ultrasound-diagnostic-equipment-market-2021-high-growth-forecast-due-to-rising-demand-and-future-trends-key-companies-sono-scape-fujifilm-siemens-ge-healthcare-pentax-ricoh-im/,"Sat, 13 Nov 2021 12:22:05 GMT","Cardiac Color Ultrasound Diagnostic Equipment Market 2021 High Growth Forecast due to Rising Demand and Future Trends | Key Companies: Sono Scape, Fujifilm, Siemens, GE Healthcare, Pentax (Ricoh Im… – Energy Siren"
34,"Ceramic Cookware Market Demand In 2021 : Top Key Manufacturers (Le Creuset, Staub, SIRONI & More) with Leading Regions and Countries Data",https://liverpoolstudentmedia.com/uncategorised/408049/ceramic-cookware-market-demand-in-2021-top-key-manufacturers-le-creuset-staub-sironi-more-with-leading-regions-and-countries-data/,"Sat, 13 Nov 2021 11:17:49 GMT","Ceramic Cookware Market Demand In 2021 : Top Key Manufacturers (Le Creuset, Staub, SIRONI & More) with Leading Regions and Countries Data – LSMedia"
35,Heathrow 'greed' under attack from rivals British Airways and Virgin Atlantic,https://www.telegraph.co.uk/business/2021/11/13/heathrow-greed-attack-rivals-british-airways-virgin-atlantic/,"Sat, 13 Nov 2021 19:00:00 GMT",Heathrow 'greed' under attack from rivals British Airways and Virgin Atlantic
36,How the U.S. Hid an Airstrike That Killed Dozens of Civilians in Syria,https://www.nytimes.com/2021/11/13/us/us-airstrikes-civilian-deaths.html,"Sat, 13 Nov 2021 17:57:29 GMT",How the U.S. Hid an Airstrike That Killed Dozens of Civilians in Syria
37,Biden administration's vaccine or testing mandate halted by federal judges,https://www.washingtonpost.com/business/2021/11/12/biden-vaccine-mandate-court-ruling/,"Sat, 13 Nov 2021 00:31:29 GMT",Biden administration's vaccine or testing mandate halted by federal judges
38,"Aircraft Wireless Routers Market Size,Forecast,and Top Firms – Cisco Systems,Inc.,Cobham Plc,Curtiss-Wright Corp.,Honeywell International Inc.",https://liverpoolstudentmedia.com/business/394115/aircraft-wireless-routers-market-sizeforecastand-top-firms-cisco-systemsinc-cobham-plccurtiss-wright-corp-honeywell-international-inc/,"Sat, 13 Nov 2021 05:12:30 GMT","Aircraft Wireless Routers Market Size,Forecast,and Top Firms – Cisco Systems,Inc.,Cobham Plc,Curtiss-Wright Corp.,Honeywell International Inc. – LSMedia"
39,"COVID-19 update for Nov. 12: 992 cases, 23 deaths reported in past two days | Moderna vaccine approved for booster shot | Seniors struggled with vaccine card: study",https://vancouversun.com/news/local-news/covid19-update-for-nov-12-heres-the-latest-on-coronavirus-in-bc,"Sat, 13 Nov 2021 02:15:00 GMT","COVID-19 update for Nov. 12: 992 cases, 23 deaths reported in past two days | Moderna vaccine approved for booster shot | Seniors struggled with vaccine card: study"
40,Cathay tightens checks after new Covid case,https://news.rthk.hk/rthk/en/component/k2/1619703-20211114.htm,"Sat, 13 Nov 2021 17:40:00 GMT",Cathay tightens checks after new Covid case - RTHK
41,Experimental aircraft used to test supersonic air travel,https://www.yahoo.com/news/experimental-aircraft-used-test-supersonic-142048339.html,"Sat, 13 Nov 2021 14:20:48 GMT",Experimental aircraft used to test supersonic air travel
42,"DPS hears district, bond updates | Community | duncanbanner.com",https://www.duncanbanner.com/community/dps-hears-district-bond-updates/article_bc1da1ca-440f-11ec-ad5a-53b6f03f62f9.html,"Sat, 13 Nov 2021 16:00:00 GMT","DPS hears district, bond updates | Community | duncanbanner.com"
43,Left behind by the hurricanes | CBC News,https://newsinteractives.cbc.ca/longform/how-climate-change-recovery-leaves-the-vulnerable-behind,"Sat, 13 Nov 2021 09:00:40 GMT",Left behind by the hurricanes | CBC News
44,"Architectural Engineering and Construction Solutions Market Size,Forecast,and Top Firms – Autodesk,BENTLEY SYSTEMS,HEXAGON,NEMETSCHEK",https://liverpoolstudentmedia.com/business/393949/architectural-engineering-and-construction-solutions-market-sizeforecastand-top-firms-autodeskbentley-systemshexagonnemetschek/,"Sat, 13 Nov 2021 05:15:34 GMT","Architectural Engineering and Construction Solutions Market Size,Forecast,and Top Firms – Autodesk,BENTLEY SYSTEMS,HEXAGON,NEMETSCHEK – LSMedia"
45,Why we are unbundling Nigeria’s rail sector – Saraki,https://pmnewsnigeria.com/2021/11/13/why-we-are-unbundling-nigerias-rail-sector-saraki/,"Sat, 13 Nov 2021 18:17:01 GMT",Why we are unbundling Nigeria’s rail sector – Saraki
46,"July Carry-On Pro review - a roll aboard suitcase, laptop sleeve, and charging combo",https://the-gadgeteer.com/2021/11/13/july-carry-on-pro-review-a-roll-aboard-suitcase-laptop-sleeve-and-charging-combo/,"Sat, 13 Nov 2021 14:00:08 GMT","July Carry-On Pro review - a roll aboard suitcase, laptop sleeve, and charging combo"
47,Warby Parker Inc. (WRBY) Q3 2021 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2021/11/12/warby-parker-inc-wrby-q3-2021-earnings-call-transc/,"Sat, 13 Nov 2021 01:30:59 GMT",Warby Parker Inc. (WRBY) Q3 2021 Earnings Call Transcript
48,"‘The best thing to look forward to’: Schoolies rebooked, rescheduled, relocated but not cancelled",https://www.smh.com.au/national/nsw/the-best-thing-to-look-forward-to-schoolies-rebooked-rescheduled-relocated-but-not-cancelled-20211111-p5984d.html,"Sat, 13 Nov 2021 18:00:00 GMT","‘The best thing to look forward to’: Schoolies rebooked, rescheduled, relocated but not cancelled"
49,AirBoss of America Corp (ABSSF) CEO Gren Schoch on Q3 2021 Results - Earnings Call Transcript,https://seekingalpha.com/article/4469216-airboss-of-america-corp-abssf-ceo-gren-schoch-on-q3-2021-results-earnings-call-transcript,"Sat, 13 Nov 2021 16:37:00 GMT",AirBoss of America Corp (ABSSF) CEO Gren Schoch on Q3 2021 Results - Earnings Call Transcript
50,Brazil GP: Friday Press Conference - Part 2,https://www.pitpass.com/71259/Brazil-GP-Friday-Press-Conference-Part-2,"Sat, 13 Nov 2021 13:31:17 GMT",Brazil GP: Friday Press Conference - Part 2
51,Officials 'astonished by high uptake of third COVID shot',https://barbadostoday.bb/2021/11/13/officials-astonished-by-high-uptake-of-third-covid-shot/,"Sat, 13 Nov 2021 12:00:55 GMT",Officials 'astonished by high uptake of third COVID shot'
52,Germany: Daily Corona Update 2021,https://berlinspectator.com/2021/11/13/chronology-germany-and-the-corona-pandemic-2021-44/,"Sat, 13 Nov 2021 06:48:00 GMT",Germany: Daily Corona Update 2021
