,title,link,pubDate,description
0,백화점도 Z세대 노린다…신세계 영등포점 영패션 전문관 오픈,https://www.mk.co.kr/news/business/view/2020/03/242552/,"Sun, 08 Mar 2020 08:00:00 GMT",백화점도 Z세대 노린다…신세계 영등포점 영패션 전문관 오픈
1,"신세계 이마트·백화점, '코로나19'로 또다시 희비 반전",https://news.mt.co.kr/mtview.php?no=2020030516053513982,"Sun, 08 Mar 2020 08:00:00 GMT","신세계 이마트·백화점, '코로나19'로 또다시 희비 반전"
2,"“Z세대 잡는다”…신세계百 영등포점, 영패션 전문관 열어",https://biz.chosun.com/site/data/html_dir/2020/03/08/2020030800234.html,"Sun, 08 Mar 2020 08:00:00 GMT","“Z세대 잡는다”…신세계百 영등포점, 영패션 전문관 열어 - 조선비즈"
3,"신세계백화점 영등포점, ""Z세대 패션피플 모여라""…영패션 전문관 오픈",https://www.etoday.co.kr/news/view/1866793,"Sun, 08 Mar 2020 08:00:00 GMT","신세계백화점 영등포점, ""Z세대 패션피플 모여라""…영패션 전문관 오픈"
4,"신세계 영등포점, '스트리트 패션' 채운 영패션 전문관 탄생",https://m.asiae.co.kr/article/2020030810475457244,"Sun, 08 Mar 2020 08:00:00 GMT","신세계 영등포점, '스트리트 패션' 채운 영패션 전문관 탄생"
5,"백화점, Z세대 공략나선다…새로운 쇼핑 경험으로 차별화",https://m.metroseoul.co.kr/article/20200308500145,"Sun, 08 Mar 2020 08:00:00 GMT","백화점, Z세대 공략나선다…새로운 쇼핑 경험으로 차별화"
