,title,link,pubDate,description
0,코로나19 확산에 백화점 영업시간도 단축,https://www.yna.co.kr/view/AKR20200306134500030,"Fri, 06 Mar 2020 08:00:00 GMT",코로나19 확산에 백화점 영업시간도 단축
1,코로나 여파로…백화점 업계 영업시간 일제히 단축,https://www.hani.co.kr/arti/economy/consumer/931496.html,"Fri, 06 Mar 2020 08:00:00 GMT",코로나 여파로…백화점 업계 영업시간 일제히 단축
2,"박용만 회장, 갤Z플립 써보더니…""이건 신세계""",https://news.mt.co.kr/mtview.php?no=2020030618510178521,"Fri, 06 Mar 2020 08:00:00 GMT","박용만 회장, 갤Z플립 써보더니…""이건 신세계"""
3,한정판에 열광하는 소비자들…'드롭''래플'을 아십니까,https://www.chosun.com/site/data/html_dir/2020/03/06/2020030601975.html,"Sat, 07 Mar 2020 08:00:00 GMT",한정판에 열광하는 소비자들…'드롭''래플'을 아십니까 - 조선일보
4,1인 가구 모여라...소포장 음식 전성시대,https://www.fnnews.com/news/202002131353141939,"Sat, 07 Mar 2020 08:00:00 GMT",1인 가구 모여라...소포장 음식 전성시대
