Date,Close,Fluctuation
2020-03-02,47.16,
2020-03-03,46.18,-2.0780322307039745
2020-03-04,48.5,5.023819835426591
2020-03-05,45.01,-7.195876288659797
2020-03-06,45.89,1.955121084203526
2020-03-09,43.52,-5.1645238614077105
2020-03-10,45.47,4.480698529411753
