Date,Close,Fluctuation
2020-03-02,134.3,
2020-03-03,128.9,-4.020848845867464
2020-03-04,134.22,4.127230411171445
2020-03-05,129.55,-3.479362241096695
2020-03-06,127.73,-1.404862987263611
2020-03-09,117.81,-7.76638221247945
2020-03-10,124.77,5.907817672523552
