,title,link,pubDate,description
0,"2,900선에 허덕이는 코스피 “공급난 완화 조짐…인플레 우려 과도” [다음주 증시전망] - 서울경제 - 서울경제신문",https://www.sedaily.com/NewsVIew/22U01BVD13,"Sat, 13 Nov 2021 00:00:00 GMT","2,900선에 허덕이는 코스피 “공급난 완화 조짐…인플레 우려 과도” [다음주 증시전망] - 서울경제"
