Date,Close,Fluctuation
2020-03-02,243000,
2020-03-03,241500,-0.6172839506172867
2020-03-04,253000,4.761904761904767
2020-03-05,264500,4.545454545454541
2020-03-06,258000,-2.457466918714557
2020-03-09,253500,-1.744186046511631
2020-03-10,258000,1.775147928994092
