Date,Close,Fluctuation
2020-03-02,104500,
2020-03-03,103500,-0.9569377990430672
2020-03-04,106000,2.4154589371980784
2020-03-05,110500,4.245283018867929
2020-03-06,106500,-3.6199095022624417
2020-03-09,96900,-9.014084507042252
2020-03-10,96300,-0.6191950464396245
