Date,Close,Fluctuation
2020-03-02,55000,
2020-03-03,55400,0.727272727272732
2020-03-04,57400,3.6101083032491044
2020-03-05,57800,0.6968641114982521
2020-03-06,56500,-2.249134948096887
2020-03-09,54200,-4.070796460176995
2020-03-10,54600,0.7380073800737907
